phone_number,email,credit_score,age_group,family_background,income,comments,intent
+91-9173416961,jamesharper@example.net,767,26-35,Married with Kids,274780,soon,0
+91-9837345395,garciatroy@example.org,778,26-35,Single,898116,soon not interested maybe,1
+91-9041968837,allen03@example.com,492,36-50,Married,981905,later,0
+91-9436410685,glennward@example.net,417,18-25,Married,543385,urgent soon,0
+91-9753322956,christopherholmes@example.net,430,51+,Married with Kids,115545,immediately soon urgent,1
+91-9730242335,williamssteven@example.org,648,51+,Married with Kids,403747,immediately now maybe,0
+91-9992776618,kimberly74@example.org,383,51+,Single,275378,immediately,0
+91-9347302059,dawsonjuan@example.net,562,51+,Single,306214,maybe not interested interested,1
+91-9630347535,dhinton@example.org,657,18-25,Married with Kids,454775,soon,0
+91-9640488584,joseph24@example.net,444,18-25,Married,179888,urgent soon,1
+91-9380166318,nmalone@example.org,576,18-25,Single,142326,interested immediately,0
+91-9416489356,dunntaylor@example.net,504,18-25,Married with Kids,668558,urgent,1
+91-9495553236,arthurhatfield@example.net,758,26-35,Married,422769,immediately urgent,0
+91-9760963587,johnsonerica@example.com,684,51+,Married,481189,later not interested soon,0
+91-9444381945,truiz@example.com,550,51+,Married with Kids,530476,now not interested immediately,0
+91-9754938971,psmith@example.org,523,36-50,Single,469547,not interested,1
+91-9644163335,luis36@example.net,586,51+,Single,154093,maybe,0
+91-9720568346,steelerobin@example.org,522,26-35,Married with Kids,888924,maybe,1
+91-9545331796,alyssachurch@example.org,366,51+,Married with Kids,704501,urgent maybe,1
+91-9752941993,lauren18@example.com,484,51+,Married with Kids,232645,interested later immediately,0
+91-9388619978,zsmith@example.com,655,36-50,Married,392029,immediately later soon,1
+91-9495103770,acooley@example.net,584,51+,Married,692796,later now,0
+91-9045593112,mariahlin@example.com,699,36-50,Married with Kids,139216,later urgent,0
+91-9338951117,michael64@example.net,428,51+,Married with Kids,267049,urgent,0
+91-9124847351,fdavies@example.net,459,18-25,Married with Kids,785068,immediately,1
+91-9026265155,richard69@example.net,316,18-25,Married with Kids,682487,now not interested,0
+91-9602097103,mallorymurphy@example.org,484,51+,Single,834541,urgent soon,0
+91-9374439881,johnespinoza@example.com,388,51+,Married with Kids,381057,maybe immediately later,0
+91-9793999429,andre04@example.com,614,18-25,Married,296609,interested now,0
+91-9391004107,jenniferreed@example.org,817,51+,Married,299268,immediately interested soon,0
+91-9504935539,bingram@example.com,493,36-50,Married with Kids,991863,not interested later interested,1
+91-9278877372,danaclark@example.org,629,18-25,Married,238725,immediately soon,1
+91-9325976897,kwallace@example.org,490,51+,Married with Kids,829960,soon,1
+91-9994386467,mitchellkristie@example.com,459,36-50,Married,267025,interested,0
+91-9488724082,halljohn@example.net,694,51+,Single,727759,interested now,1
+91-9156896271,amanda62@example.com,850,51+,Married,952059,later,1
+91-9673566241,ryanjason@example.com,473,26-35,Single,130270,maybe interested soon,1
+91-9220821174,ramirezdaniel@example.net,838,51+,Married with Kids,942981,maybe immediately,1
+91-9121578159,wgrant@example.org,605,36-50,Single,601106,now later soon,1
+91-9795467734,kevin74@example.net,368,26-35,Single,918510,now interested not interested,1
+91-9881055198,hlee@example.com,645,51+,Married,691284,later,0
+91-9386449258,qbell@example.com,653,36-50,Married,227163,later urgent interested,1
+91-9212745988,juliemacdonald@example.net,625,36-50,Married with Kids,497016,not interested immediately maybe,0
+91-9657442388,castrojeremy@example.net,740,51+,Married with Kids,955064,maybe immediately soon,1
+91-9465146574,andreasantana@example.net,719,18-25,Married,599130,later immediately soon,1
+91-9814240529,mosesmelinda@example.net,620,36-50,Single,541979,interested immediately,1
+91-9595682581,petermorgan@example.com,571,26-35,Single,905176,not interested interested,1
+91-9268930566,hilljeremy@example.com,386,26-35,Married,988645,now soon later,1
+91-9272276368,carloshendricks@example.com,531,36-50,Single,783880,not interested,1
+91-9603350590,gonzalezamy@example.net,723,26-35,Married,274250,not interested urgent interested,1
+91-9600369102,christinerichmond@example.net,687,51+,Married with Kids,483927,later immediately,1
+91-9907594812,tbennett@example.org,338,36-50,Married,965184,not interested immediately,0
+91-9051919654,michael58@example.com,786,51+,Married with Kids,801748,now urgent,1
+91-9528866580,samuelreed@example.net,769,36-50,Married with Kids,378840,maybe,1
+91-9207594979,cindyanderson@example.com,508,18-25,Single,126977,interested maybe now,0
+91-9377463696,petersonwilliam@example.net,630,36-50,Married,548666,later,1
+91-9459557914,kelsey44@example.com,612,51+,Single,183626,interested now,0
+91-9211476340,jason46@example.com,621,36-50,Married,660308,immediately,1
+91-9474508429,meganewing@example.com,519,36-50,Single,688805,not interested maybe now,1
+91-9133798546,jessicamiller@example.net,645,26-35,Married with Kids,704608,now,0
+91-9504012370,williamsdavid@example.com,410,51+,Married with Kids,947383,soon later,1
+91-9957737395,burnsmichael@example.com,617,36-50,Married,379502,soon interested,0
+91-9231098814,angela60@example.org,366,26-35,Married with Kids,991290,not interested soon,0
+91-9721518134,alex94@example.com,711,51+,Married with Kids,455214,maybe,1
+91-9648029823,bobby31@example.net,716,18-25,Single,222949,urgent not interested immediately,0
+91-9082137231,donaldnunez@example.com,635,18-25,Single,164072,later maybe not interested,1
+91-9204585809,dunnchristina@example.net,561,26-35,Married with Kids,771551,later interested,1
+91-9279203811,jennifer50@example.com,835,51+,Married with Kids,886739,urgent immediately not interested,1
+91-9384228248,robinsonlaura@example.com,554,26-35,Married with Kids,126907,now maybe,0
+91-9835212230,willisandrew@example.net,390,18-25,Married,364722,now immediately,1
+91-9262434137,herreracassandra@example.net,604,26-35,Married,804266,maybe soon,0
+91-9193629920,penatimothy@example.com,762,51+,Single,406546,now interested,0
+91-9920757239,williamsjames@example.net,675,51+,Single,227238,urgent not interested interested,0
+91-9259416581,penningtonelizabeth@example.org,657,26-35,Married,528945,urgent immediately interested,0
+91-9162815895,groberts@example.com,769,18-25,Single,623463,immediately not interested,0
+91-9160960133,douglasherrera@example.net,315,18-25,Married with Kids,438739,not interested,0
+91-9059464741,steven08@example.com,387,18-25,Single,233743,interested now,0
+91-9990084555,halldana@example.com,779,36-50,Married,153408,maybe interested soon,0
+91-9966859062,christineaguilar@example.org,849,36-50,Married with Kids,719342,soon now urgent,0
+91-9141701278,bobby64@example.org,614,26-35,Married with Kids,490743,soon immediately,1
+91-9848538145,dthomas@example.com,426,18-25,Single,746642,now,1
+91-9857982891,latoya50@example.org,569,51+,Married,564903,interested not interested,0
+91-9997002727,alexanderthompson@example.net,420,36-50,Married with Kids,171234,immediately,0
+91-9838402019,ashleyjohnson@example.com,732,26-35,Married with Kids,743469,soon interested urgent,0
+91-9517902960,phyllishood@example.net,506,51+,Single,546708,later immediately now,0
+91-9499923062,michaelwang@example.net,475,26-35,Single,420234,later,0
+91-9770721617,kathywhitaker@example.org,453,26-35,Single,265680,immediately,0
+91-9831119035,thomassnyder@example.net,514,51+,Married with Kids,228337,not interested now immediately,1
+91-9743734017,danielle29@example.com,340,26-35,Single,750839,soon interested,0
+91-9183875944,umurphy@example.org,536,26-35,Married,712886,soon later,1
+91-9456669757,wstephenson@example.net,350,51+,Single,994243,now maybe,0
+91-9164891446,katherine35@example.com,668,36-50,Married with Kids,781860,urgent later interested,1
+91-9411754127,jeffreyferguson@example.com,839,26-35,Married,593847,soon urgent now,1
+91-9781295677,curtiskenneth@example.net,637,18-25,Married,885231,interested now,1
+91-9980556632,johnbrown@example.net,412,51+,Married,540471,soon urgent not interested,1
+91-9883073143,joel46@example.org,420,51+,Single,147597,urgent,0
+91-9316249046,chandlerjames@example.com,440,26-35,Married,972033,soon,1
+91-9718172629,sally34@example.org,635,36-50,Married with Kids,849422,urgent later,1
+91-9397012551,annerobinson@example.com,654,51+,Married with Kids,367688,soon,0
+91-9534249030,scott51@example.net,359,18-25,Single,365474,urgent,1
+91-9352284635,qbaxter@example.org,355,26-35,Single,743561,immediately interested soon,1
+91-9873484707,trujillomargaret@example.net,503,18-25,Married,395630,immediately,1
+91-9051013630,pamelawright@example.com,589,26-35,Single,257680,maybe urgent immediately,0
+91-9034128271,cthomas@example.net,630,51+,Single,845021,urgent interested soon,1
+91-9829815349,rosalessheila@example.net,357,26-35,Married,276621,urgent,0
+91-9622115458,brandonwest@example.net,681,51+,Single,552677,immediately not interested,1
+91-9248828689,zrussell@example.com,548,26-35,Married with Kids,707279,interested not interested soon,0
+91-9585476667,anita39@example.net,420,36-50,Single,906055,maybe,0
+91-9637351306,mwilkerson@example.org,657,51+,Single,291139,urgent immediately,0
+91-9950461755,evansjoseph@example.net,322,26-35,Single,936167,urgent,0
+91-9164590030,xedwards@example.org,546,51+,Married with Kids,955212,immediately now urgent,1
+91-9426588831,dflynn@example.net,626,51+,Married with Kids,644374,later,1
+91-9304384455,smithjason@example.net,701,18-25,Single,781482,not interested soon now,1
+91-9830922994,wmiller@example.org,433,51+,Married with Kids,572390,now,0
+91-9876282966,clarktyler@example.org,759,18-25,Married,326269,interested soon urgent,0
+91-9241221672,fischermarcus@example.org,582,36-50,Single,237708,maybe immediately,1
+91-9517433222,isaiahrowland@example.org,319,26-35,Single,429765,not interested,0
+91-9167605116,paula37@example.com,405,36-50,Married,670842,later now soon,0
+91-9870760186,seandean@example.net,389,36-50,Married with Kids,506114,not interested urgent now,0
+91-9554027743,steven29@example.com,767,18-25,Married with Kids,661356,later,0
+91-9411825455,samuelmyers@example.org,713,51+,Single,965033,urgent,1
+91-9749557644,lanewhitney@example.net,719,36-50,Married,658551,now later urgent,1
+91-9428600034,nmendez@example.com,766,26-35,Single,418941,urgent later,0
+91-9481643868,robertherman@example.org,740,51+,Single,210289,immediately later maybe,0
+91-9166164202,kellymoore@example.com,739,36-50,Married,881993,soon now,0
+91-9811064513,larnold@example.net,647,36-50,Married with Kids,925381,maybe urgent,1
+91-9106816874,michelle53@example.com,409,18-25,Single,346804,maybe urgent not interested,0
+91-9300720727,toni07@example.net,499,18-25,Married with Kids,330538,not interested,0
+91-9799536402,april36@example.com,366,26-35,Married,274047,maybe soon,0
+91-9721593226,smithkimberly@example.com,350,51+,Married with Kids,671520,not interested interested,1
+91-9001374804,sjohnson@example.com,714,36-50,Single,560269,interested,0
+91-9316532316,williamshelton@example.org,625,36-50,Single,540162,interested immediately now,0
+91-9492359016,mbrown@example.com,506,18-25,Married,472252,not interested,0
+91-9315117426,monique84@example.net,703,51+,Single,914023,urgent immediately,0
+91-9820065929,martinezsteven@example.net,786,26-35,Single,439235,now immediately,0
+91-9012410322,archerjustin@example.com,575,18-25,Single,990762,later not interested maybe,1
+91-9525324030,nicholas41@example.net,786,36-50,Married with Kids,239824,not interested,1
+91-9010447214,reneeburnett@example.com,723,36-50,Married,785636,now soon later,1
+91-9798896906,jay39@example.net,635,18-25,Married with Kids,898305,now later,1
+91-9894653264,zmoran@example.org,721,26-35,Married,171675,later urgent now,1
+91-9015591792,jacobsonbrandon@example.com,419,26-35,Single,657976,interested,1
+91-9523368860,zjones@example.com,547,26-35,Single,157976,urgent now,0
+91-9502840760,ymiller@example.org,406,18-25,Married with Kids,815060,interested soon,0
+91-9441860599,zward@example.com,435,26-35,Married,208067,urgent,0
+91-9510355551,kennethcampbell@example.net,845,51+,Married with Kids,605524,interested,0
+91-9375257246,henryerin@example.com,706,18-25,Married with Kids,296837,soon urgent,1
+91-9935865071,sgibson@example.org,427,18-25,Married,681944,later immediately,0
+91-9231815833,wendy82@example.net,694,26-35,Single,430061,now urgent immediately,0
+91-9116821570,aaronayers@example.org,679,36-50,Married with Kids,717797,urgent,1
+91-9930693392,marksglenda@example.com,431,18-25,Single,708665,not interested,0
+91-9737206042,brooksamanda@example.org,304,51+,Married with Kids,758934,now,1
+91-9461609802,brenda23@example.net,375,36-50,Married with Kids,202955,immediately not interested now,0
+91-9182355130,stacey77@example.com,773,18-25,Married,564039,soon later urgent,1
+91-9463048993,rachelking@example.com,618,18-25,Single,980991,urgent,1
+91-9430358914,sharongarcia@example.net,444,51+,Single,712735,soon not interested,1
+91-9300885544,ewilliams@example.net,529,18-25,Married with Kids,106526,later,0
+91-9740926764,nathangonzales@example.net,400,51+,Married,691441,immediately maybe later,0
+91-9022273800,castillosteven@example.net,600,51+,Single,354771,interested maybe not interested,0
+91-9358836887,edward97@example.net,354,26-35,Single,806830,later interested,0
+91-9214548243,ghines@example.com,818,36-50,Single,530231,immediately maybe,1
+91-9221404243,wrightalexander@example.com,701,36-50,Married,343317,soon,1
+91-9000538884,gracelewis@example.com,360,36-50,Married,933646,urgent soon,1
+91-9803635114,scottrobinson@example.com,715,36-50,Single,471775,not interested,0
+91-9580565444,timothynoble@example.net,736,26-35,Married with Kids,601684,soon now,1
+91-9798654462,miguelkent@example.org,677,36-50,Married with Kids,324151,soon later,1
+91-9840579465,reedjessica@example.org,582,51+,Married with Kids,228521,urgent later,0
+91-9352067401,ashley24@example.net,391,26-35,Single,653681,now immediately,1
+91-9279680206,josephmiller@example.org,339,36-50,Single,307682,immediately soon,0
+91-9966300389,samuelpatel@example.net,805,51+,Single,253234,later interested,1
+91-9311452453,nicholaswilliams@example.org,719,36-50,Married,454703,immediately urgent,0
+91-9183111756,jameswest@example.org,802,18-25,Married,138992,later urgent,1
